Wed Oct 28 02:19:41 2020 Epoch 0, lr: 0.0001000, val loss: 149.25757, acc: 45.81000
Sat Dec  9 00:04:48 2023 Epoch 124, lr: 0.0000331, val loss: 13.92000, acc: 87.75699
Sat Dec  9 00:05:15 2023 Epoch 125, lr: 0.0000323, val loss: 13.81822, acc: 87.79811
Sat Dec  9 00:05:42 2023 Epoch 126, lr: 0.0000316, val loss: 13.77697, acc: 88.20929
Sat Dec  9 00:06:09 2023 Epoch 127, lr: 0.0000309, val loss: 13.66784, acc: 88.19901
Sat Dec  9 00:06:36 2023 Epoch 128, lr: 0.0000301, val loss: 13.91223, acc: 87.89062
Sat Dec  9 00:07:03 2023 Epoch 129, lr: 0.0000294, val loss: 13.65888, acc: 88.06538
Sat Dec  9 00:07:30 2023 Epoch 130, lr: 0.0000287, val loss: 14.03952, acc: 87.67475
Sat Dec  9 00:07:57 2023 Epoch 131, lr: 0.0000280, val loss: 14.14669, acc: 88.27097
Sat Dec  9 00:08:24 2023 Epoch 132, lr: 0.0000273, val loss: 14.20687, acc: 87.98314
Sat Dec  9 00:08:51 2023 Epoch 133, lr: 0.0000266, val loss: 14.06774, acc: 88.30181
Sat Dec  9 00:09:18 2023 Epoch 134, lr: 0.0000259, val loss: 14.34329, acc: 87.94202
Sat Dec  9 00:09:45 2023 Epoch 135, lr: 0.0000252, val loss: 13.94332, acc: 88.15789
Sat Dec  9 00:10:12 2023 Epoch 136, lr: 0.0000245, val loss: 14.22832, acc: 88.13734
Sat Dec  9 00:10:39 2023 Epoch 137, lr: 0.0000239, val loss: 14.23952, acc: 88.29153
Sat Dec  9 00:11:06 2023 Epoch 138, lr: 0.0000232, val loss: 14.11501, acc: 88.36349
Sat Dec  9 00:11:33 2023 Epoch 139, lr: 0.0000225, val loss: 14.10153, acc: 88.24013
Sat Dec  9 00:12:00 2023 Epoch 140, lr: 0.0000219, val loss: 14.44412, acc: 88.12706
Sat Dec  9 00:12:27 2023 Epoch 141, lr: 0.0000212, val loss: 14.60161, acc: 88.04482
Sat Dec  9 00:12:54 2023 Epoch 142, lr: 0.0000206, val loss: 14.19126, acc: 88.56908
Sat Dec  9 00:13:21 2023 Epoch 143, lr: 0.0000200, val loss: 14.15600, acc: 88.33265
Sat Dec  9 00:13:49 2023 Epoch 144, lr: 0.0000194, val loss: 14.39973, acc: 88.30181
Sat Dec  9 00:14:16 2023 Epoch 145, lr: 0.0000187, val loss: 14.43713, acc: 88.55880
Sat Dec  9 00:14:43 2023 Epoch 146, lr: 0.0000181, val loss: 14.60144, acc: 88.40461
Sat Dec  9 00:15:10 2023 Epoch 147, lr: 0.0000175, val loss: 14.35948, acc: 88.36349
Sat Dec  9 00:15:37 2023 Epoch 148, lr: 0.0000169, val loss: 14.60978, acc: 88.02426
Sat Dec  9 00:16:04 2023 Epoch 149, lr: 0.0000163, val loss: 14.52225, acc: 88.44572
Sat Dec  9 00:16:31 2023 Epoch 150, lr: 0.0000158, val loss: 14.67794, acc: 88.27097
Sat Dec  9 00:16:58 2023 Epoch 151, lr: 0.0000152, val loss: 14.45936, acc: 88.38405
Sat Dec  9 00:17:25 2023 Epoch 152, lr: 0.0000146, val loss: 14.41023, acc: 88.48684
Sat Dec  9 00:17:51 2023 Epoch 153, lr: 0.0000141, val loss: 14.32149, acc: 88.47656
Sat Dec  9 00:18:19 2023 Epoch 154, lr: 0.0000136, val loss: 14.72313, acc: 88.29153
Sat Dec  9 00:18:46 2023 Epoch 155, lr: 0.0000130, val loss: 14.66049, acc: 88.46628
Sat Dec  9 00:19:12 2023 Epoch 156, lr: 0.0000125, val loss: 14.69995, acc: 88.37377
Sat Dec  9 00:19:40 2023 Epoch 157, lr: 0.0000120, val loss: 14.60705, acc: 88.74383
Sat Dec  9 00:20:07 2023 Epoch 158, lr: 0.0000115, val loss: 14.60218, acc: 88.53824
Sat Dec  9 00:20:34 2023 Epoch 159, lr: 0.0000110, val loss: 14.54412, acc: 88.54852
Sat Dec  9 00:21:01 2023 Epoch 160, lr: 0.0000105, val loss: 14.80350, acc: 88.63076
Sat Dec  9 00:21:27 2023 Epoch 161, lr: 0.0000100, val loss: 14.60895, acc: 88.71299
Sat Dec  9 00:21:54 2023 Epoch 162, lr: 0.0000095, val loss: 14.76340, acc: 88.62048
Sat Dec  9 00:22:21 2023 Epoch 163, lr: 0.0000091, val loss: 14.72463, acc: 88.72327
Sat Dec  9 00:22:48 2023 Epoch 164, lr: 0.0000086, val loss: 14.85221, acc: 88.64104
Sat Dec  9 00:23:15 2023 Epoch 165, lr: 0.0000082, val loss: 14.98714, acc: 88.76439
Sat Dec  9 00:23:42 2023 Epoch 166, lr: 0.0000078, val loss: 14.95270, acc: 88.58964
Sat Dec  9 00:24:09 2023 Epoch 167, lr: 0.0000074, val loss: 14.68985, acc: 88.71299
Sat Dec  9 00:24:36 2023 Epoch 168, lr: 0.0000070, val loss: 14.89358, acc: 88.75411
Sat Dec  9 00:25:03 2023 Epoch 169, lr: 0.0000066, val loss: 14.92800, acc: 88.82607
Sat Dec  9 00:25:30 2023 Epoch 170, lr: 0.0000062, val loss: 14.88155, acc: 88.85691
Sat Dec  9 00:25:57 2023 Epoch 171, lr: 0.0000058, val loss: 14.96143, acc: 88.80551
Sat Dec  9 00:26:24 2023 Epoch 172, lr: 0.0000054, val loss: 14.91923, acc: 88.76439
Sat Dec  9 00:26:51 2023 Epoch 173, lr: 0.0000051, val loss: 14.81134, acc: 88.77467
Sat Dec  9 00:27:18 2023 Epoch 174, lr: 0.0000048, val loss: 14.92951, acc: 88.75411
Sat Dec  9 00:27:45 2023 Epoch 175, lr: 0.0000044, val loss: 14.91162, acc: 88.71299
Sat Dec  9 00:28:12 2023 Epoch 176, lr: 0.0000041, val loss: 14.75500, acc: 88.86719
Sat Dec  9 00:28:39 2023 Epoch 177, lr: 0.0000038, val loss: 14.67591, acc: 88.92887
Sat Dec  9 00:29:06 2023 Epoch 178, lr: 0.0000035, val loss: 14.83915, acc: 88.77467
Sat Dec  9 00:29:33 2023 Epoch 179, lr: 0.0000032, val loss: 14.85039, acc: 88.83635
Sat Dec  9 00:30:00 2023 Epoch 180, lr: 0.0000030, val loss: 14.81730, acc: 88.86719
Sat Dec  9 00:30:27 2023 Epoch 181, lr: 0.0000027, val loss: 14.80701, acc: 88.93914
Sat Dec  9 00:30:54 2023 Epoch 182, lr: 0.0000024, val loss: 14.85835, acc: 88.94942
Sat Dec  9 00:31:21 2023 Epoch 183, lr: 0.0000022, val loss: 14.86307, acc: 88.93914
Sat Dec  9 00:31:48 2023 Epoch 184, lr: 0.0000020, val loss: 14.79841, acc: 88.92887
Sat Dec  9 00:32:15 2023 Epoch 185, lr: 0.0000018, val loss: 14.81765, acc: 88.94942
Sat Dec  9 00:32:42 2023 Epoch 186, lr: 0.0000016, val loss: 14.73975, acc: 88.96998
Sat Dec  9 00:33:10 2023 Epoch 187, lr: 0.0000014, val loss: 14.74862, acc: 89.01110
Sat Dec  9 00:33:36 2023 Epoch 188, lr: 0.0000012, val loss: 14.77030, acc: 88.90831
Sat Dec  9 00:34:03 2023 Epoch 189, lr: 0.0000010, val loss: 14.78377, acc: 88.91859
Sat Dec  9 00:34:30 2023 Epoch 190, lr: 0.0000009, val loss: 14.77971, acc: 89.04194
Sat Dec  9 00:34:57 2023 Epoch 191, lr: 0.0000007, val loss: 14.76172, acc: 88.99054
Sat Dec  9 00:35:24 2023 Epoch 192, lr: 0.0000006, val loss: 14.79280, acc: 88.91859
Sat Dec  9 00:35:51 2023 Epoch 193, lr: 0.0000005, val loss: 14.75647, acc: 89.05222
Sat Dec  9 00:36:18 2023 Epoch 194, lr: 0.0000004, val loss: 14.76170, acc: 88.99054
Sat Dec  9 00:36:45 2023 Epoch 195, lr: 0.0000003, val loss: 14.77562, acc: 88.90831
Sat Dec  9 00:37:12 2023 Epoch 196, lr: 0.0000002, val loss: 14.78016, acc: 88.96998
Sat Dec  9 00:37:39 2023 Epoch 197, lr: 0.0000002, val loss: 14.78134, acc: 88.96998
Sat Dec  9 00:38:06 2023 Epoch 198, lr: 0.0000001, val loss: 14.77439, acc: 88.98026
Sat Dec  9 00:38:35 2023 Epoch 199, lr: 0.0000001, val loss: 14.78502, acc: 88.98026
